,Brand,Year,Model,Title,UsedOrNew,Transmission,FuelType,Kilometres,CylindersinEngine,BodyType,Price,Colour
10417,Mazda,2007,BT-50,Mazda BT-50 B3000,USED,Manual,Diesel,146720,4,Ute / Tray,22990,Red
10418,Toyota,2016,Fortuner,Toyota Fortuner GXL,USED,Automatic,Diesel,116600,4,SUV,42990,Blue
10419,Holden,2009,Colorado,Holden Colorado LX,USED,Automatic,Unleaded,218941,6,Ute / Tray,11990,White
10420,Kia,2010,Cerato,Kia Cerato Koup,USED,Automatic,Unleaded,217121,4,Coupe,6990,Black
10421,Mazda,2017,CX-9,Mazda CX-9 Sport,USED,Automatic,Unleaded,40809,4,SUV,43900,White
10422,Ford,2012,Ranger,Ford Ranger XL,USED,Automatic,Diesel,216359,5,Ute / Tray,28990,Silver
10423,Ford,2016,Ranger,Ford Ranger XLT,USED,Automatic,Diesel,116101,5,Ute / Tray,47990,Grey
10424,Holden,2018,Astra,Holden Astra R+,USED,Automatic,Premium,80355,4,Hatchback,22500,White
10425,Volkswagen,2021,T-Cross,Volkswagen T-Cross 85TSI,USED,Automatic,Premium,33679,3,SUV,31995,Red
10426,Nissan,2017,Navara,Nissan Navara SL,USED,Automatic,Diesel,99200,4,Ute / Tray,36990,Silver
10427,Kia,2022,Picanto,Kia Picanto S,USED,Automatic,Unleaded,8500,4,Hatchback,22510,White
10428,Toyota,2018,Yaris,Toyota Yaris Ascent,USED,Automatic,Unleaded,69987,4,Hatchback,24970,White
10429,Mitsubishi,2016,Pajero,Mitsubishi Pajero Sport,USED,Automatic,Diesel,53566,4,SUV,39990,Grey
10430,Kia,2019,Sorento,Kia Sorento Sport,USED,Automatic,Diesel,77685,4,SUV,37999,Grey
10431,Nissan,2018,Pathfinder,Nissan Pathfinder TI,USED,Automatic,Premium,59695,6,SUV,41990,White
10432,Holden,2010,Captiva,Holden Captiva LX,USED,Automatic,Diesel,155946,4,SUV,11990,Grey
10433,Volvo,2022,XC90,Volvo XC90 Ultimate,USED,Automatic,Premium,12043,4,SUV,119990,Blue
10434,Suzuki,2023,Swift,Suzuki Swift GL,NEW,Automatic,Unleaded,20,4,Hatchback,27180,Blue
10435,Land,2014,Rover,Land Rover Range,USED,Automatic,Diesel,148452,4,Wagon,89990,Black
10436,Toyota,2015,Hilux,Toyota Hilux SR5,USED,Manual,Diesel,211684,4,Ute / Tray,31777,Red
10437,Volkswagen,2022,Multivan,Volkswagen Multivan Comfortline,NEW,Automatic,Diesel,50,4,Wagon,80990,Grey
10438,Audi,2022,Q7,Audi Q7 55,DEMO,Automatic,Hybrid,5131,6,SUV,129990,Silver
10439,Renault,2016,Koleos,Renault Koleos ZEN,USED,Automatic,Premium,120683,4,SUV,23487,White
10440,Hyundai,2020,I30,Hyundai I30 Active,USED,Automatic,Unleaded,50035,4,Sedan,31888,White
10441,Kia,2012,RIO,Kia RIO SLI,USED,Manual,Unleaded,74153,4,Hatchback,11990,Silver
10442,Mazda,2023,CX-9,Mazda CX-9 Azami,NEW,Automatic,Unleaded,0,4,SUV,79151,White
10443,Kia,2016,Sportage,Kia Sportage GT-Line,USED,Automatic,Unleaded,94040,4,SUV,26990,White
10444,Holden,2019,Trax,Holden Trax LS,USED,Automatic,Unleaded,54830,4,SUV,20950,White
10445,Kia,2021,Stonic,Kia Stonic S,USED,Automatic,Unleaded,43094,4,SUV,27990,Silver
10446,Mitsubishi,2013,Triton,Mitsubishi Triton GLX-R,USED,Automatic,Diesel,87580,4,Ute / Tray,25990,White
10447,Subaru,2020,Outback,Subaru Outback 2.5I,USED,Automatic,Unleaded,84394,4,SUV,34888,White
10448,Toyota,2021,Camry,Toyota Camry SL,USED,Automatic,Hybrid,27883,4,Sedan,60970,Silver
10449,Honda,2017,CR-V,Honda CR-V VTI-S,USED,Automatic,Unleaded,118211,4,SUV,26990,White
10450,Toyota,2017,Hilux,Toyota Hilux Workmate,USED,Automatic,Unleaded,293006,4,Ute / Tray,17990,White
10451,Toyota,2020,Prius,Toyota Prius V,USED,Automatic,Hybrid,50665,4,Wagon,54990,White
10452,Toyota,2006,Land,Toyota Land Cruiser,USED,Automatic,Unleaded,216774,4,Wagon,32999,White
10453,BMW,2022,IX,BMW IX Xdrive40,USED,Automatic,Electric,5500,0,SUV,129888,Black
10454,Hyundai,2011,IX35,Hyundai IX35 Highlander,USED,Automatic,Diesel,85565,4,SUV,20490,White
10455,Ford,2018,Everest,Ford Everest Trend,USED,Automatic,Diesel,114654,5,SUV,42990,White
10456,Toyota,2020,RAV4,Toyota RAV4 Cruiser,USED,Automatic,Unleaded,37093,4,SUV,46990,Red
10457,Volkswagen,2016,Caddy,Volkswagen Caddy TSI220,USED,Automatic,Premium,126144,4,Commercial,24990,White
10458,BMW,2012,320D,BMW 320D,USED,Automatic,Diesel,122327,4,Sedan,17990,White
10459,Hyundai,2020,Kona,Hyundai Kona Elite,USED,Automatic,Unleaded,35466,4,SUV,29990,Blue
10460,Audi,2012,A4,Audi A4 1.8,USED,Automatic,Premium,65901,4,Sedan,17290,Grey
10461,Isuzu,2018,D-MAX,Isuzu D-MAX SX,USED,Manual,Diesel,102674,4,Ute / Tray,26990,Silver
10462,Hyundai,2018,I30,Hyundai I30 SR,USED,Automatic,Unleaded,71854,4,Hatchback,27990,Grey
10463,Kia,2019,Cerato,Kia Cerato GT,USED,Automatic,Unleaded,59777,4,Hatchback,28990,Grey
10464,GWM,2022,Haval,GWM Haval H6,NEW,Automatic,Premium,13,4,SUV,34485,Black
10465,Toyota,2006,Estima,Toyota Estima V6,USED,Automatic,Unleaded,64360,4,Wagon,17995,White
10466,Jaguar,2016,F-Pace,Jaguar F-Pace 35T,USED,Automatic,Premium,120404,6,SUV,53990,Black
10467,Mazda,2008,BT-50,Mazda BT-50 DX,USED,Manual,Diesel,161263,4,Ute / Tray,17990,Blue
10468,Volkswagen,2017,Golf,Volkswagen Golf 92,USED,Manual,Premium,80148,4,Hatchback,19990,White
10469,Nissan,2003,Patrol,Nissan Patrol ST,USED,Manual,Diesel,135460,4,SUV,39999,Grey
10470,Volkswagen,2017,Amarok,Volkswagen Amarok TDI420,USED,Automatic,Diesel,193420,4,Ute / Tray,32990,White
10471,Isuzu,2016,MU-X,Isuzu MU-X LS-T,USED,Automatic,Diesel,121130,4,SUV,38990,Brown
10472,Subaru,2019,Forester,Subaru Forester 2.5I-S,USED,Automatic,Unleaded,44355,4,SUV,39868,Blue
10473,Ford,2014,Mondeo,Ford Mondeo LX,USED,Automatic,Diesel,135011,4,Wagon,12990,Silver
10474,Nissan,1998,Pathfinder,Nissan Pathfinder TI,USED,Automatic,Unleaded,284456,6,SUV,7999,White
10475,Mazda,2018,BT-50,Mazda BT-50 XTR,USED,Automatic,Diesel,78975,5,Ute / Tray,45990,White
10476,Toyota,2020,Corolla,Toyota Corolla Ascent,USED,Automatic,Hybrid,59457,4,Hatchback,31990,White
10477,Subaru,2009,Impreza,Subaru Impreza R,USED,Automatic,Premium,215350,4,Sedan,9500,White
10478,Mazda,2012,BT-50,Mazda BT-50 XT,USED,Automatic,Diesel,328794,5,Ute / Tray,14999,White
10479,Audi,2014,A3,Audi A3 1.4,USED,Automatic,Premium,96958,4,Sedan,22990,Silver
10480,Mitsubishi,2015,Pajero,Mitsubishi Pajero Exceed,USED,Automatic,Diesel,123683,4,SUV,42990,Brown
10481,GWM,2022,Haval,GWM Haval Jolion,NEW,Automatic,Premium,10,4,SUV,34485,Blue
10482,Mazda,2020,2,Mazda 2 G15,USED,Automatic,Unleaded,43550,4,Hatchback,22990,White
10483,Mitsubishi,2016,Pajero,Mitsubishi Pajero GLX,USED,Automatic,Diesel,210111,4,SUV,29990,White
10484,Ford,2017,Escape,Ford Escape Titanium,USED,Automatic,Premium,79165,4,SUV,28990,Red
10485,Mazda,2016,2,Mazda 2 NEO,USED,Automatic,Unleaded,17412,4,Sedan,19450,Blue
10486,Kia,2020,Cerato,Kia Cerato S,USED,Automatic,Unleaded,53644,4,Sedan,25490,White
10487,Ford,2013,F,Ford F 150,USED,Automatic,Unleaded,121828,4,Ute / Tray,94990,Silver
10488,Nissan,2019,X-Trail,Nissan X-Trail ST,USED,Automatic,Unleaded,104730,4,SUV,27990,White
10489,BMW,2013,X5,BMW X5 Xdrive,USED,Automatic,Diesel,123698,6,SUV,23999,Black
10490,Ford,2017,Ranger,Ford Ranger XLT,USED,Manual,Diesel,69655,5,Ute / Tray,48990,White
10491,Hyundai,2022,I30,Hyundai I30 Elite,USED,Automatic,Unleaded,8294,4,Sedan,36990,White
10492,Toyota,2021,Landcruiser,Toyota Landcruiser Prado,USED,Automatic,Diesel,15395,4,SUV,78990,White
10493,Ford,2017,Ranger,Ford Ranger FX4,USED,Automatic,Diesel,87468,5,Ute / Tray,50990,Silver
10494,Mitsubishi,2020,Triton,Mitsubishi Triton GSR,USED,Automatic,Diesel,112797,4,Ute / Tray,47490,Black
10495,MG,2021,ZST,MG ZST Excite,USED,Automatic,Unleaded,23508,3,SUV,28290,Black
10496,Hyundai,2019,I30,Hyundai I30 Active,USED,Automatic,Unleaded,109765,4,Hatchback,20990,Blue
10497,Holden,2018,Trailblazer,Holden Trailblazer LT,USED,Automatic,Diesel,159969,4,SUV,29777,White
10498,Mazda,2023,CX-30,Mazda CX-30 G20,DEMO,Automatic,Unleaded,1006,4,SUV,41990,White
10499,Volkswagen,2016,Tiguan,Volkswagen Tiguan 140,USED,Automatic,Diesel,50417,4,SUV,39990,White
10500,Volkswagen,2015,Polo,Volkswagen Polo 66,USED,Automatic,Premium,69000,4,Hatchback,13999,White
10501,Mazda,2017,BT-50,Mazda BT-50 XTR,USED,Manual,Diesel,64001,5,Ute / Tray,33988,Blue
10502,Mazda,2016,BT-50,Mazda BT-50 XTR,USED,Automatic,Diesel,102347,4,Ute / Tray,36499,White
10503,Mazda,2021,CX-5,Mazda CX-5 Maxx,USED,Automatic,Unleaded,17765,4,SUV,38870,Grey
10504,BMW,2004,525I,BMW 525I,USED,Automatic,Premium,264152,6,Sedan,7499,Blue
10505,GWM,2021,UTE,GWM UTE Cannon,USED,Automatic,Diesel,43482,4,Ute / Tray,36990,Silver
10506,Mini,2020,Clubman,Mini Clubman Cooper,USED,Automatic,Premium,79024,4,Wagon,43888,Grey
10507,Toyota,2017,Hilux,Toyota Hilux Workmate,USED,Automatic,Diesel,82500,4,Ute / Tray,43880,White
10508,Mazda,2023,CX-30,Mazda CX-30 G25,DEMO,Automatic,Unleaded,1024,4,SUV,42776,Grey
10509,Ford,2005,Falcon,Ford Falcon XT,USED,Automatic,Unleaded,243793,6,Wagon,5999,Silver
10510,BMW,2013,M3,BMW M3,USED,Automatic,Premium,104391,4,Convertible,69990,White
10511,GWM,2023,UTE,GWM UTE Cannon,NEW,Automatic,Diesel,22,4,Ute / Tray,47995,White
10512,Kia,2020,Cerato,Kia Cerato S,USED,Automatic,Unleaded,56310,4,Sedan,25490,Grey
10513,Kia,2020,Carnival,Kia Carnival S,USED,Automatic,Diesel,49743,4,Wagon,41990,Grey
10514,Suzuki,2019,Swift,Suzuki Swift GLX,USED,Automatic,Unleaded,39156,3,Hatchback,22375,Silver
10515,BMW,2012,X1,BMW X1 Sdrive,USED,Automatic,Diesel,199582,4,SUV,12990,Black
10516,Jeep,2019,Grand,Jeep Grand Cherokee,USED,Automatic,Diesel,73215,6,SUV,53990,Grey
10517,Holden,2004,Monaro,Holden Monaro CV8,USED,Manual,Premium,186815,8,Coupe,43990,Blue
10518,Holden,2019,Colorado,Holden Colorado LTZ,USED,Automatic,Diesel,48758,4,Ute / Tray,46990,Blue
10519,Holden,2015,Commodore,Holden Commodore Evoke,USED,Automatic,Unleaded,166486,6,Sedan,16990,Silver
10520,Jeep,2007,Wrangler,Jeep Wrangler Unlimited,USED,Manual,Unleaded,189726,6,SUV,18990,Green
10521,MG,2021,ZST,MG ZST Excite,USED,Automatic,Unleaded,14964,3,SUV,28990,Silver
10522,Audi,2020,Q5,Audi Q5 45,USED,Automatic,Premium,38966,4,SUV,56990,White
10523,Honda,2021,Odyssey,Honda Odyssey Vi,USED,Automatic,Unleaded,14505,4,Wagon,67990,Black
10524,Ford,2019,Ranger,Ford Ranger XLT,USED,Automatic,Diesel,120075,5,Ute / Tray,38495,White
10525,GWM,2023,Haval,GWM Haval Jolion,NEW,Automatic,Premium,22,4,SUV,31485,Black
10526,Jeep,2015,Wrangler,Jeep Wrangler Renegade,USED,Automatic,Unleaded,37000,6,SUV,39464,Black
10527,Kia,2021,Cerato,Kia Cerato GT,USED,Automatic,Unleaded,39875,4,Sedan,35990,Orange
10528,Hyundai,2009,I30,Hyundai I30 SX,USED,Manual,Unleaded,137149,4,Hatchback,9990,White
10529,Kia,2020,Cerato,Kia Cerato S,USED,Automatic,Unleaded,56768,4,Sedan,25490,Silver
10530,Kia,2020,Picanto,Kia Picanto S,USED,Automatic,Unleaded,31337,4,Hatchback,18990,Black
10531,Hyundai,2015,I30,Hyundai I30 Active,USED,Automatic,Unleaded,100938,4,Hatchback,16980,White
10532,Holden,2017,Commodore,Holden Commodore SS-V,USED,Automatic,Premium,104654,8,Sedan,59990,Black
10533,Toyota,2021,Hilux,Toyota Hilux SR5,USED,Automatic,Diesel,55055,4,Ute / Tray,70888,Blue
10534,Toyota,2017,Hilux,Toyota Hilux Workmate,USED,Manual,Diesel,86707,4,Ute / Tray,39990,White
10535,Lexus,2014,IS300H,Lexus IS300H Luxury,USED,Automatic,Hybrid,69839,4,Sedan,35990,Silver
10536,GWM,2023,UTE,GWM UTE Cannon,NEW,Automatic,Diesel,22,4,Ute / Tray,47995,Blue
10537,Land,2017,Rover,Land Rover Discovery,USED,Automatic,Diesel,145556,6,SUV,54800,Grey
10538,Subaru,2017,XV,Subaru XV 2.0I-S,USED,Automatic,Unleaded,32450,4,SUV,31490,Silver
10539,Haval,2021,H9,Haval H9 Ultra,USED,Automatic,Premium,22042,4,SUV,38990,Black
10540,Toyota,2017,Landcruiser,Toyota Landcruiser GXL,USED,Manual,Diesel,96405,8,SUV,74990,White
10541,Holden,2017,Trailblazer,Holden Trailblazer LTZ,USED,Automatic,Diesel,54127,4,SUV,40990,Red
10542,Ford,2019,Everest,Ford Everest Titanium,USED,Automatic,Diesel,130461,4,SUV,65990,White
10543,Holden,2003,Cruze,Holden Cruze,USED,Automatic,Unleaded,245121,4,SUV,5688,Blue
10544,Hyundai,2017,I30,Hyundai I30 Active,USED,Automatic,Unleaded,17540,4,Hatchback,24990,White
10545,Toyota,2022,Landcruiser,Toyota Landcruiser LC300,USED,Automatic,Diesel,22305,6,SUV,165895,White
10546,Mitsubishi,2019,Triton,Mitsubishi Triton GLX,USED,Automatic,Diesel,90000,4,Ute / Tray,39990,White
10547,Holden,2017,UTE,Holden UTE SS-V,USED,Automatic,Unleaded,38567,8,Ute / Tray,68850,Blue
10548,Nissan,2022,X-Trail,Nissan X-Trail TI-L,USED,Automatic,Unleaded,13045,4,SUV,59990,Blue
10549,Kia,2020,Stinger,Kia Stinger 330S,USED,Automatic,Unleaded,80485,6,Sedan,40990,Red
10550,Volkswagen,2019,Tiguan,Volkswagen Tiguan 162,USED,Automatic,Premium,72272,4,SUV,43894,Black
10551,GWM,2022,Haval,GWM Haval H6GT,DEMO,Automatic,Unleaded,22,4,SUV,46490,White
10552,Hyundai,2017,Santa,Hyundai Santa FE,USED,Automatic,Unleaded,95854,6,SUV,30990,White
10553,Land,2018,Rover,Land Rover Discovery,USED,Automatic,Diesel,146118,6,SUV,59990,White
10554,MG,2022,HS,MG HS Excite,USED,Automatic,Unleaded,15048,4,SUV,32900,White
10555,Holden,2020,Trax,Holden Trax LS,USED,Automatic,Unleaded,18759,4,SUV,24995,Blue
10556,Mercedes-Benz,2012,E250,Mercedes-Benz E250 CGI,USED,Automatic,Premium,50516,4,Convertible,34888,Black
10557,Hyundai,2012,IX35,Hyundai IX35 Elite,USED,Automatic,Diesel,228073,4,SUV,9999,Red
10558,Porsche,2017,Cayenne,Porsche Cayenne Diesel,USED,Automatic,Diesel,78350,6,SUV,71995,White
10559,Nissan,2022,X-Trail,Nissan X-Trail TI,USED,Automatic,Unleaded,16307,4,SUV,44990,Silver
10560,Nissan,2020,Navara,Nissan Navara N-Trek,USED,Automatic,Diesel,79699,4,Ute / Tray,52990,White
10561,Audi,2017,Q5,Audi Q5 2.0,USED,Automatic,Premium,98261,4,SUV,33992,Blue
10562,Volkswagen,2020,Tiguan,Volkswagen Tiguan 162,USED,Automatic,Premium,70457,4,SUV,44850,Blue
10563,Kia,2019,Stinger,Kia Stinger GT,USED,Automatic,Unleaded,77571,6,Sedan,49888,Silver
10564,Jaguar,2019,E-Pace,Jaguar E-Pace P250,USED,Automatic,Premium,42827,4,SUV,51995,Grey
10565,Nissan,2021,X-Trail,Nissan X-Trail ST-L,USED,Automatic,Unleaded,20626,4,SUV,37990,Silver
10566,Toyota,2020,RAV4,Toyota RAV4 Cruiser,USED,Automatic,Hybrid,70895,4,SUV,56990,White
10567,Porsche,2007,911,Porsche 911 GT3,USED,Manual,Premium,74567,6,Coupe,228990,Silver
10568,Mazda,2013,BT-50,Mazda BT-50 GT,USED,Automatic,Diesel,113255,5,Ute / Tray,32990,Blue
10569,MG,2022,ZS,MG ZS Excite,NEW,Automatic,Unleaded,0,4,Wagon,23990,Blue
10570,Audi,2022,Q7,Audi Q7 50,DEMO,Automatic,Hybrid,1288,6,SUV,139900,Black
10571,Nissan,2021,Juke,Nissan Juke ST-L,USED,Automatic,Premium,25723,3,SUV,31990,Grey
10572,Ford,2017,Mustang,Ford Mustang Fastback,USED,Manual,Unleaded,54092,4,Coupe,44990,White
10573,Suzuki,2022,Vitara,Suzuki Vitara 1.6L,USED,Automatic,Unleaded,13351,4,SUV,32990,White
10574,Ford,2017,Ranger,Ford Ranger XLS,USED,Automatic,Diesel,97757,5,Ute / Tray,44990,White
10575,Kia,2022,Cerato,Kia Cerato S,USED,Automatic,Unleaded,16545,4,Hatchback,28990,Grey
10576,Mitsubishi,2022,Eclipse,Mitsubishi Eclipse Cross,DEMO,Automatic,Unleaded,1263,4,SUV,44500,Red
10577,Mercedes-Benz,2020,A45,Mercedes-Benz A45 S,USED,Automatic,Premium,54838,4,Hatchback,86990,White
10578,Subaru,2021,XV,Subaru XV 2.0I-L,USED,Automatic,Unleaded,24552,4,SUV,33888,Grey
10579,Toyota,2020,Landcruiser,Toyota Landcruiser LC200,USED,Automatic,Diesel,84985,8,SUV,116967,Red
10580,Mazda,2012,BT-50,Mazda BT-50 GT,USED,Manual,Diesel,293302,5,Ute / Tray,21999,Grey
10581,Toyota,2023,Corolla,Toyota Corolla Cross,USED,Automatic,Hybrid,32,4,SUV,57344,Green
10582,Lexus,2016,CT200H,Lexus CT200H F,USED,Automatic,Hybrid,87500,4,Hatchback,33352,White
10583,Holden,2003,Monaro,Holden Monaro CV8-R,USED,Manual,Premium,79865,8,Coupe,57990,Grey
10584,Suzuki,2021,Ignis,Suzuki Ignis GL,USED,Automatic,Premium,34082,4,SUV,19990,White
10585,Ford,2018,Mustang,Ford Mustang GT,USED,Automatic,Premium,7737,8,Convertible,66990,Silver
10586,Holden,2014,Cruze,Holden Cruze SRI,USED,Manual,Unleaded,190286,4,Sedan,9897,Blue
10587,Ram,2021,1500,Ram 1500 Limited,USED,Automatic,Hybrid,44906,8,Ute / Tray,142990,White
10588,Holden,2011,Captiva,Holden Captiva 7,USED,Automatic,Diesel,228663,4,SUV,9988,Black
10589,Mazda,2023,CX-30,Mazda CX-30 G25,DEMO,Automatic,Unleaded,2333,4,SUV,41600,White
10590,Volkswagen,2014,Golf,Volkswagen Golf GTI,USED,Automatic,Premium,100091,4,Hatchback,26990,White
10591,Land,2017,Rover,Land Rover Discovery,USED,Automatic,Diesel,77980,6,SUV,82990,White
10592,Ssangyong,2023,Musso,Ssangyong Musso ELX,NEW,Automatic,Diesel,30,4,Ute / Tray,39800,Grey
10593,Ford,2013,Ranger,Ford Ranger XL,USED,Manual,Diesel,223183,4,Ute / Tray,15999,Blue
10594,Kia,2020,Cerato,Kia Cerato S,USED,Automatic,Unleaded,50802,4,Sedan,25490,Silver
10595,GWM,2023,Haval,GWM Haval H6GT,NEW,Automatic,Unleaded,15,4,SUV,46985,Red
10596,MG,2022,HS,MG HS Excite,NEW,Automatic,Unleaded,10,4,SUV,39690,Blue
10597,Audi,2022,Q5,Audi Q5 45,DEMO,Automatic,Hybrid,3488,4,SUV,95900,Black
10598,Kia,2020,Cerato,Kia Cerato S,USED,Automatic,Unleaded,52385,4,Sedan,25490,White
10599,GWM,2023,Haval,GWM Haval Jolion,NEW,Automatic,Hybrid,12,4,SUV,41485,Blue
10600,Mitsubishi,2021,Pajero,Mitsubishi Pajero Sport,USED,Automatic,Diesel,28738,4,SUV,56990,White
10601,Renault,2022,Arkana,Renault Arkana R.s.,DEMO,Automatic,Unleaded,9,4,SUV,47990,Black
10602,Kia,2020,Cerato,Kia Cerato S,USED,Automatic,Unleaded,56290,4,Sedan,25490,White
10603,Mazda,2006,3,Mazda 3 SP23,USED,Automatic,Unleaded,208048,4,Sedan,6995,Silver
10604,Hyundai,2013,IX35,Hyundai IX35 Highlander,USED,Automatic,Diesel,145764,4,SUV,18990,White
10605,Ford,2015,Focus,Ford Focus Trend,USED,Automatic,Unleaded,40890,4,Hatchback,18990,Black
10606,Ford,2016,Territory,Ford Territory TX,USED,Automatic,Unleaded,199971,6,SUV,16888,Silver
10607,Peugeot,2019,3008,Peugeot 3008 Allure,USED,Automatic,Premium,70222,4,Hatchback,29990,Grey
10608,Holden,2010,Commodore,Holden Commodore International,USED,Automatic,Unleaded,214330,6,Wagon,10490,Black
10609,Kia,2018,Sportage,Kia Sportage SI,USED,Automatic,Unleaded,86000,4,SUV,23500,Blue
10610,Mitsubishi,2018,Outlander,Mitsubishi Outlander LS,USED,Automatic,Unleaded,36007,4,SUV,29855,Grey
10611,Volkswagen,2012,Passat,Volkswagen Passat 125,USED,Automatic,Diesel,111623,4,Wagon,17990,Black
10612,Toyota,2007,Aurion,Toyota Aurion AT-X,USED,Automatic,Unleaded,159931,6,Sedan,11990,White
10613,Audi,2012,Q7,Audi Q7 3.0,USED,Automatic,Diesel,147000,6,SUV,21990,Grey
10614,Kia,2020,Cerato,Kia Cerato S,USED,Automatic,Unleaded,54036,4,Sedan,25490,White
10615,Nissan,2012,Dualis,Nissan Dualis +2,USED,Automatic,Unleaded,187878,4,SUV,11999,Silver
10616,Skoda,2018,Rapid,Skoda Rapid Spaceback,USED,Automatic,Premium,41010,4,Wagon,23990,Black
10617,Audi,2017,A3,Audi A3 1.4,USED,Automatic,Premium,34199,4,Hatchback,38888,White
10618,Nissan,2018,X-Trail,Nissan X-Trail ST-L,USED,Automatic,Unleaded,103390,4,SUV,28990,White
10619,Toyota,2004,Corolla,Toyota Corolla Ascent,USED,Automatic,Unleaded,177000,4,Sedan,6997,White
10620,Toyota,2019,Corolla,Toyota Corolla Ascent,USED,Automatic,Hybrid,64700,4,Hatchback,33990,White
10621,Toyota,1996,Landcruiser,Toyota Landcruiser (4X4),USED,Manual,Diesel,386381,6,Ute / Tray,22000,Burgundy
10622,Hyundai,2021,Santa,Hyundai Santa FE,USED,Automatic,Diesel,25514,4,SUV,59990,Grey
10623,Mercedes-Benz,2002,MB100,Mercedes-Benz MB100 D,USED,Manual,Diesel,50885,5,Commercial,9999,White
10624,Kia,2013,Optima,Kia Optima SI,USED,Automatic,Unleaded,119295,4,Sedan,15990,Red
10625,Mitsubishi,2021,Pajero,Mitsubishi Pajero Sport,USED,Automatic,Diesel,57937,4,SUV,48868,White
10626,Mazda,2011,3,Mazda 3 Diesel,USED,Manual,Diesel,212002,4,Sedan,11990,Grey
10627,Mazda,2013,6,Mazda 6 Touring,USED,Automatic,Unleaded,224000,4,Sedan,11499,Blue
10628,Hyundai,2019,I30,Hyundai I30 Active,USED,Automatic,Unleaded,74000,4,Hatchback,23990,Grey
10629,Ford,2015,Ecosport,Ford Ecosport Trend,USED,Manual,Premium,110776,3,SUV,13290,White
10630,Hyundai,2017,Tucson,Hyundai Tucson Highlander,USED,Automatic,Diesel,80439,4,SUV,28995,Blue
10631,Mazda,2022,2,Mazda 2 G15,USED,Automatic,Unleaded,8045,4,Sedan,28990,Brown
10632,Mazda,2011,6,Mazda 6 Classic,USED,Manual,Unleaded,107500,4,Sedan,13990,Black
10633,Mitsubishi,2020,Express,Mitsubishi Express GLX,USED,Automatic,Diesel,22070,4,Commercial,40990,White
10634,Ford,2016,Everest,Ford Everest Titanium,USED,Automatic,Diesel,75662,5,SUV,49990,Red
10635,Mitsubishi,2010,Outlander,Mitsubishi Outlander LS,USED,Automatic,Unleaded,129430,4,SUV,13999,White
10636,Great,2018,Wall,Great Wall Steed,USED,Manual,Diesel,103598,4,Ute / Tray,17997,Grey
10637,Toyota,2022,Corolla,Toyota Corolla ZR,USED,Automatic,Unleaded,2784,4,Hatchback,43895,Grey
10638,Toyota,2011,Corolla,Toyota Corolla Ascent,USED,Automatic,Unleaded,89300,4,Hatchback,16990,Blue
10639,MG,2023,ZS,MG ZS Excite,NEW,Automatic,Unleaded,0,4,Wagon,24690,Blue
10640,Nissan,2008,X-Trail,Nissan X-Trail ST-L,USED,Automatic,Unleaded,174047,4,SUV,14888,Gold
10641,Holden,2012,Barina,Holden Barina,USED,Automatic,Unleaded,126550,4,Hatchback,9999,Blue
10642,Audi,2021,A5,Audi A5 45,USED,Automatic,Hybrid,41960,4,Coupe,69990,Black
10643,Nissan,2015,370Z,Nissan 370Z,USED,Automatic,Premium,53194,6,Convertible,41990,Grey
10644,Nissan,2021,Navara,Nissan Navara SL,USED,Automatic,Diesel,66519,4,Ute / Tray,36990,White
10645,Kia,2016,Sorento,Kia Sorento SI,USED,Automatic,Diesel,65746,4,SUV,30990,Grey
10646,Nissan,2022,Pathfinder,Nissan Pathfinder TI,DEMO,Automatic,Premium,15,6,SUV,77955,White
10647,BMW,2020,X5,BMW X5 Xdrive,USED,Automatic,Diesel,91377,6,SUV,79990,Blue
10648,Toyota,2020,RAV4,Toyota RAV4 Cruiser,USED,Automatic,Hybrid,23541,4,SUV,59990,Silver
10649,Toyota,2006,RAV4,Toyota RAV4 Cruiser,USED,Automatic,Unleaded,210512,4,SUV,11990,Gold
10650,Hyundai,2013,IX35,Hyundai IX35 Active,USED,Manual,Unleaded,99000,4,SUV,12992,Red
10651,BMW,2013,420D,BMW 420D Modern,USED,Automatic,Diesel,80000,4,Coupe,27500,Silver
10652,Hyundai,2017,Tucson,Hyundai Tucson Active,USED,Automatic,Unleaded,127615,4,SUV,24444,Blue
10653,Mitsubishi,2011,Triton,Mitsubishi Triton GLX,USED,Automatic,Diesel,89014,4,Ute / Tray,19990,White
10654,MG,2022,MG3,MG MG3 Auto,USED,Automatic,Premium,14559,4,Hatchback,19990,White
10655,Mini,2022,Cooper,Mini Cooper The,DEMO,Automatic,Electric,1550,4,Hatchback,61900,Green
10656,Hyundai,2020,Santa,Hyundai Santa FE,USED,Automatic,Diesel,84415,4,SUV,44995,Grey
10657,Volkswagen,2020,Amarok,Volkswagen Amarok TDI420,USED,Automatic,Diesel,69676,4,Ute / Tray,44990,White
10658,Toyota,2022,Corolla,Toyota Corolla Ascent,USED,Automatic,Unleaded,10499,4,Hatchback,34990,Blue
10659,Ford,2018,Ranger,Ford Ranger XLT,USED,Automatic,Diesel,146513,5,Ute / Tray,41990,Silver
10660,Subaru,2017,Impreza,Subaru Impreza 2.0L,USED,Automatic,Unleaded,76693,4,Hatchback,26990,Black
10661,Nissan,2009,Dualis,Nissan Dualis ST,USED,Automatic,Unleaded,190255,4,SUV,9989,Silver
10662,Ford,2015,Everest,Ford Everest Trend,USED,Automatic,Diesel,264646,5,SUV,29995,White
