,Brand,Year,Model,Title,UsedOrNew,Transmission,FuelType,Kilometres,CylindersinEngine,BodyType,Price,Colour
2536,Volkswagen,2022,Tiguan,Volkswagen Tiguan 110TSI,NEW,Automatic,Premium,13,4,SUV,57990,Blue
2537,Nissan,2018,X-Trail,Nissan X-Trail ST,USED,Automatic,Unleaded,89659,4,SUV,22990,White
2538,Mazda,2018,BT-50,Mazda BT-50 XT,USED,Automatic,Diesel,38031,5,Ute / Tray,47990,White
2539,MG,2022,ZS,MG ZS EV,DEMO,Automatic,Electric,875,0,SUV,48688,Blue
2540,Nissan,2018,Qashqai,Nissan Qashqai N-TEC,USED,Automatic,Unleaded,59800,4,SUV,28999,Grey
2541,Nissan,2010,Navara,Nissan Navara ST-X,USED,Automatic,Diesel,178000,4,Ute / Tray,19888,Red
2542,Mitsubishi,2008,Lancer,Mitsubishi Lancer VR-X,USED,Manual,Unleaded,158449,4,Sedan,7995,Gold
2543,Land,2018,Rover,Land Rover Discovery,USED,Automatic,Diesel,74458,4,SUV,64980,Grey
2544,Volkswagen,2013,Golf,Volkswagen Golf 110,USED,Automatic,Diesel,120859,4,Hatchback,15880,Silver
2545,Volkswagen,2022,Tiguan,Volkswagen Tiguan Allspace,DEMO,Automatic,Premium,10,4,SUV,56990,Red
2546,Ferrari,2001,360,Ferrari 360 Spider,USED,Manual,Premium,47381,8,Convertible,219880,Yellow
2547,Kia,2004,RIO,Kia RIO,USED,Automatic,Unleaded,154083,4,Hatchback,5999,White
2548,Audi,2019,A4,Audi A4 40,USED,Automatic,Premium,61451,4,Sedan,38990,Black
2549,Lexus,2019,NX,Lexus NX NX300,USED,Automatic,Premium,46245,4,Wagon,60800,Black
2550,Holden,2015,Calais,Holden Calais V,USED,Automatic,Premium,205263,8,Sedan,29950,White
2551,Toyota,2018,HiAce,Toyota HiAce DX,USED,Automatic,Unleaded,112610,4,Commercial,33900,Blue
2552,Volkswagen,2015,Passat,Volkswagen Passat 140,USED,Automatic,Diesel,158721,4,Sedan,15990,Black
2553,Volkswagen,2012,Scirocco,Volkswagen Scirocco R,USED,Automatic,Premium,93772,4,Hatchback,27990,Silver
2554,Mazda,2019,CX-5,Mazda CX-5 Maxx,USED,Automatic,Unleaded,32289,4,SUV,35990,Grey
2555,Mercedes-Benz,2017,GLA180,Mercedes-Benz GLA180,USED,Automatic,Premium,76206,4,SUV,32999,Blue
2556,Volkswagen,2023,Passat,Volkswagen Passat Alltrack,DEMO,Automatic,Premium,20,4,SUV,74990,Black
2557,Subaru,2018,Forester,Subaru Forester 2.5I-S,USED,Automatic,Unleaded,39812,4,SUV,36990,Silver
2558,Volkswagen,2009,Polo,Volkswagen Polo GTI,USED,Manual,Premium,156491,4,Hatchback,7999,Black
2559,Toyota,2009,HiAce,Toyota HiAce GL,USED,Automatic,Unleaded,162275,4,Commercial,30900,Black
2560,Toyota,2010,Hiace,Toyota Hiace Slwb,USED,Manual,Diesel,161178,4,Commercial,27999,White
2561,Toyota,2016,Landcruiser,Toyota Landcruiser GXL,USED,Automatic,Diesel,154422,8,SUV,82845,Silver
2562,Volvo,2012,XC60,Volvo XC60 T6,USED,Automatic,Premium,125211,6,SUV,19880,Black
2563,Mitsubishi,2019,Triton,Mitsubishi Triton GLS,USED,Automatic,Diesel,73611,4,Ute / Tray,47990,Grey
2564,Toyota,2018,Hilux,Toyota Hilux SR,USED,Automatic,Diesel,111798,4,Ute / Tray,45880,White
2565,Volkswagen,2022,T-ROC,Volkswagen T-ROC 140TSI,NEW,Automatic,Premium,0,4,SUV,52490,White
2566,Mazda,2008,6,Mazda 6 Luxury,USED,Automatic,Premium,148039,4,Hatchback,14990,Grey
2567,Hyundai,2014,Santa,Hyundai Santa FE,USED,Automatic,Diesel,94377,4,SUV,24999,Black
2568,Toyota,2008,Corolla,Toyota Corolla Ascent,USED,Automatic,Unleaded,109000,4,Hatchback,13995,Blue
2569,Toyota,2011,Aurion,Toyota Aurion Presara,USED,Automatic,Unleaded,242478,6,Sedan,12990,Black
2570,Land,2018,Rover,Land Rover Range,USED,Automatic,Diesel,93127,8,SUV,189990,Black
2571,Mitsubishi,2016,Triton,Mitsubishi Triton GLX,USED,Manual,Diesel,119937,4,Ute / Tray,32990,Blue
2572,Toyota,2017,Corolla,Toyota Corolla Ascent,USED,Automatic,Unleaded,103814,4,Hatchback,21990,Red
2573,Mazda,2012,3,Mazda 3 NEO,USED,Automatic,Unleaded,234406,4,Hatchback,8499,White
2574,Ford,2011,Territory,Ford Territory TX,USED,Automatic,Unleaded,156340,6,SUV,10999,White
2575,Volvo,2017,XC90,Volvo XC90 D5,USED,Automatic,Diesel,72030,4,SUV,54990,Black
2576,Volkswagen,2023,T-Cross,Volkswagen T-Cross 85TSI,NEW,Automatic,Premium,8,4,Wagon,35990,White
2577,Land,2012,Rover,Land Rover Range,USED,Automatic,Diesel,218569,4,SUV,22995,Black
2578,BMW,2022,218I,BMW 218I M,USED,Automatic,Premium,9341,3,Sedan,64988,White
2579,MG,2022,HS,MG HS Essence,NEW,Automatic,Unleaded,15,4,SUV,39990,White
2580,Ford,2012,Ranger,Ford Ranger XL,USED,Automatic,Diesel,146581,4,Ute / Tray,17999,White
2581,Mitsubishi,2017,Pajero,Mitsubishi Pajero Sport,USED,Automatic,Diesel,110971,4,SUV,39888,Grey
2582,Kia,2018,Picanto,Kia Picanto S,USED,Automatic,Unleaded,72255,4,Hatchback,15990,White
2583,Toyota,2017,Camry,Toyota Camry Altise,USED,Automatic,Hybrid,117695,4,Sedan,27995,Silver
2584,Ford,2010,Territory,Ford Territory Ghia,USED,Automatic,Unleaded,210454,6,SUV,9900,Silver
2585,Ford,2014,Ranger,Ford Ranger Wildtrak,USED,Automatic,Diesel,80986,5,Ute / Tray,35999,Silver
2586,Kia,2019,Cerato,Kia Cerato S,USED,Automatic,Unleaded,53180,4,Hatchback,21800,Black
2587,Ford,2018,Mondeo,Ford Mondeo Titanium,USED,Automatic,Unleaded,47594,4,Hatchback,29888,Grey
2588,Toyota,2013,RAV4,Toyota RAV4 GX,USED,Automatic,Unleaded,252383,4,SUV,12990,Black
2589,LDV,2021,G10+,LDV G10+ Barn,USED,Automatic,Diesel,13049,4,Commercial,31888,White
2590,Suzuki,2019,Every,Suzuki Every,USED,Automatic,Premium,93300,4,Wagon,19888,White
2591,Skoda,2015,Superb,Skoda Superb 118,USED,Automatic,Premium,154213,4,Sedan,14990,White
2592,Land,2016,Rover,Land Rover Discovery,USED,Automatic,Diesel,78223,4,SUV,29999,Black
2593,Subaru,2014,BRZ,Subaru BRZ,USED,Manual,Premium,121334,4,Coupe,23995,White
2594,Audi,2013,Q7,Audi Q7 3.0,USED,Automatic,Diesel,117441,6,SUV,28990,White
2595,Mitsubishi,2023,Triton,Mitsubishi Triton GLX-R,NEW,Automatic,Diesel,10,4,Ute / Tray,54760,White
2596,Mitsubishi,2018,Pajero,Mitsubishi Pajero GLX,USED,Automatic,Diesel,126807,4,SUV,39990,Grey
2597,Mazda,2012,2,Mazda 2 NEO,USED,Automatic,Unleaded,88938,4,Hatchback,14990,Silver
2598,Holden,2006,Commodore,Holden Commodore Executive,USED,Automatic,Unleaded,209751,6,Wagon,7490,Silver
2599,Audi,2013,A1,Audi A1 Sportback,USED,Automatic,Premium,160861,4,Hatchback,17880,White
2600,Ford,2020,Puma,Ford Puma ST-Line,USED,Automatic,Premium,29866,3,SUV,28990,Grey
2601,Volkswagen,2022,Tiguan,Volkswagen Tiguan 162TSI,DEMO,Automatic,Premium,2882,4,SUV,57990,Black
2602,Volvo,2022,XC60,Volvo XC60 Plus,DEMO,Automatic,Premium,6065,4,SUV,69990,Blue
2603,Toyota,2018,RAV4,Toyota RAV4 GXL,USED,Automatic,Unleaded,132928,4,SUV,31888,Silver
2604,Toyota,2013,Hilux,Toyota Hilux SR5,USED,Automatic,Unleaded,202937,6,Ute / Tray,26990,Black
2605,Kia,2021,Stonic,Kia Stonic Sport,USED,Automatic,Unleaded,25347,4,SUV,24474,Grey
2606,Volkswagen,2014,Golf,Volkswagen Golf 110,USED,Automatic,Diesel,151610,4,Hatchback,24950,White
2607,Hyundai,2022,I20,Hyundai I20 N,USED,Manual,Unleaded,12,4,Hatchback,47990,Silver
2608,Volkswagen,2022,T-ROC,Volkswagen T-ROC R,DEMO,Automatic,Premium,1505,4,SUV,58990,Black
2609,Cupra,2022,Formentor,Cupra Formentor VZX,USED,Automatic,Premium,1000,4,SUV,69990,White
2610,Toyota,2016,Hilux,Toyota Hilux Workmate,USED,Automatic,Unleaded,116113,4,Ute / Tray,22999,White
2611,Subaru,2016,Forester,Subaru Forester 2.0D-L,USED,Automatic,Diesel,106001,4,SUV,23990,White
2612,Land,2012,Rover,Land Rover Discovery,USED,Automatic,Diesel,190601,6,SUV,27999,White
2613,Toyota,2008,Hilux,Toyota Hilux Workmate,USED,Manual,Unleaded,314158,4,Ute / Tray,7950,White
2614,Toyota,2009,Yaris,Toyota Yaris YRS,USED,Automatic,Unleaded,84251,4,Sedan,11999,White
2615,Ford,2010,Falcon,Ford Falcon XR6,USED,Automatic,Unleaded,179558,6,Sedan,10990,Orange
2616,Kia,2017,Carnival,Kia Carnival S,USED,Automatic,Unleaded,150088,6,Wagon,23950,White
2617,Mazda,2000,MX-5,Mazda MX-5,USED,Manual,Unleaded,238498,4,Convertible,9999,Black
2618,Mazda,2011,BT-50,Mazda BT-50 Boss,USED,Manual,Diesel,191698,4,Ute / Tray,17500,Grey
2619,MG,2021,HS,MG HS Excite,USED,Automatic,Unleaded,19126,4,SUV,27980,Black
2620,Mitsubishi,2016,Triton,Mitsubishi Triton GLX,USED,Manual,Diesel,53779,4,Ute / Tray,23990,White
2621,Toyota,2005,Landcruiser,Toyota Landcruiser Prado,USED,Automatic,Diesel,369629,4,SUV,14950,White
2622,Volkswagen,2016,Crafter,Volkswagen Crafter 50,USED,Manual,Diesel,246838,4,Commercial,27995,White
2623,Mazda,2010,CX-7,Mazda CX-7 Luxury,USED,Automatic,Unleaded,221047,4,Wagon,8800,Black
2624,Mercedes-Benz,2022,GLE,Mercedes-Benz GLE 300,USED,Automatic,Diesel,2002,4,SUV,119800,White
2625,Holden,2010,Cruze,Holden Cruze CDX,USED,Manual,Unleaded,182728,4,Sedan,4999,Silver
2626,Mercedes-Benz,2013,E400,Mercedes-Benz E400,USED,Automatic,Premium,90038,6,Sedan,35950,Silver
2627,Ford,2007,Territory,Ford Territory TS,USED,Automatic,Unleaded,209499,6,SUV,10990,Black
2628,Volkswagen,2022,T-ROC,Volkswagen T-ROC 140TSI,DEMO,Automatic,Premium,21,4,SUV,53990,Black
2629,Toyota,2013,Hilux,Toyota Hilux SR,USED,Automatic,Diesel,212484,4,Ute / Tray,30999,White
2630,Toyota,2007,Corolla,Toyota Corolla Ascent,USED,Automatic,Unleaded,174500,4,Hatchback,7995,White
2631,Audi,2018,Q5,Audi Q5 3.0,USED,Automatic,Diesel,81383,6,SUV,49880,White
2632,Volkswagen,2022,T-ROC,Volkswagen T-ROC 140TSI,DEMO,Automatic,Premium,4240,4,SUV,55990,Blue
2633,Mercedes-Benz,2015,Sprinter,Mercedes-Benz Sprinter 313CDI,USED,Automatic,Diesel,288341,4,Commercial,23990,White
2634,Mazda,2003,6,Mazda 6 Luxury,USED,Automatic,Premium,228388,4,Sedan,5950,Grey
2635,Toyota,2008,Yaris,Toyota Yaris YRS,USED,Automatic,Unleaded,151160,4,Hatchback,12990,Grey
2636,Mitsubishi,2015,Pajero,Mitsubishi Pajero GLS,USED,Automatic,Diesel,276523,4,SUV,27995,Silver
2637,BMW,2013,X3,BMW X3 20I,USED,Automatic,Unleaded,138520,4,Wagon,18990,Black
2638,Toyota,2023,RAV4,Toyota RAV4 Cruiser,USED,Automatic,Hybrid,17,4,SUV,68888,Red
2639,Toyota,2017,Hilux,Toyota Hilux SR5,USED,Automatic,Diesel,223729,4,Ute / Tray,40990,Silver
2640,Volvo,2022,XC40,Volvo XC40 Ultimate,DEMO,Automatic,Premium,2452,4,SUV,64990,White
2641,Mercedes-Benz,2014,C250,Mercedes-Benz C250 Avantgarde,USED,Automatic,Premium,68909,4,Wagon,24990,Silver
2642,Mazda,2013,CX-5,Mazda CX-5 Maxx,USED,Automatic,Diesel,119893,4,SUV,16870,Blue
2643,Toyota,2023,Yaris,Toyota Yaris Cross,USED,Automatic,Hybrid,35,3,SUV,41990,White
2644,Toyota,2015,HiAce,Toyota HiAce DX,USED,Automatic,Diesel,95846,4,Commercial,31900,White
2645,Maserati,2016,Grancabrio,Maserati Grancabrio MC,USED,Automatic,Premium,32311,8,Convertible,179990,White
2646,Ford,2017,Ranger,Ford Ranger XL,USED,Automatic,Diesel,111477,4,Ute / Tray,35999,White
2647,Ford,2017,Mustang,Ford Mustang Fastback,USED,Automatic,Premium,104549,8,Coupe,43990,Grey
2648,Subaru,2016,BRZ,Subaru BRZ,USED,Manual,Premium,85757,4,Coupe,27990,Silver
2649,Nissan,2018,Qashqai,Nissan Qashqai ST,USED,Automatic,Unleaded,111988,4,SUV,21950,White
2650,Hyundai,2015,IX35,Hyundai IX35 Highlander,USED,Automatic,Unleaded,214584,4,SUV,12990,Black
2651,Hyundai,2017,Iload,Hyundai Iload 3S,USED,Automatic,Diesel,194658,4,Commercial,26999,White
2652,Toyota,2012,Estima,Toyota Estima Aeras,USED,Automatic,Unleaded,147476,4,Commercial,16900,White
2653,Volkswagen,2022,T-ROC,Volkswagen T-ROC 140TSI,DEMO,Automatic,Premium,1505,4,SUV,55990,Blue
2654,Lexus,2019,ES300H,Lexus ES300H Sports,USED,Automatic,Hybrid,62680,4,Sedan,60990,Silver
2655,GWM,2022,UTE,GWM UTE Cannon-L,NEW,Automatic,Diesel,7,4,Ute / Tray,39888,Silver
2656,Honda,2001,CR-V,Honda CR-V (4X4),USED,Automatic,Unleaded,303221,4,SUV,3499,Black
2657,Toyota,2022,Hilux,Toyota Hilux SR,USED,Manual,Diesel,6495,4,Ute / Tray,51990,White
2658,Hyundai,2018,I30,Hyundai I30 Active,USED,Automatic,Unleaded,44378,4,Hatchback,23888,White
2659,Holden,2010,Commodore,Holden Commodore SV6,USED,Manual,Unleaded,157103,6,Ute / Tray,11995,Green
2660,Holden,2018,Colorado,Holden Colorado LS,USED,Automatic,Diesel,161456,4,Ute / Tray,24990,White
2661,Toyota,2019,Corolla,Toyota Corolla SX,USED,Automatic,Hybrid,39187,4,Hatchback,31990,Blue
2662,Kia,2014,Rondo,Kia Rondo Platinum,USED,Automatic,Unleaded,135517,4,Wagon,20990,White
2663,Kia,2021,Stinger,Kia Stinger GT,USED,Automatic,Unleaded,23930,6,Sedan,62490,Black
2664,Kia,2021,Carnival,Kia Carnival S,USED,Automatic,Diesel,60107,4,Wagon,47800,Silver
2665,Skoda,2022,Octavia,Skoda Octavia RS,DEMO,Automatic,Premium,678,4,Wagon,62990,Green
2666,Ford,2015,Ranger,Ford Ranger XLS,USED,Manual,Diesel,226969,5,Ute / Tray,23800,Silver
2667,Toyota,2003,HiAce,Toyota HiAce SBV,USED,Manual,Unleaded,212777,4,Commercial,27995,White
2668,Mazda,2023,CX-3,Mazda CX-3 Maxx,USED,Automatic,Unleaded,5136,4,SUV,31950,White
2669,Ford,2012,Territory,Ford Territory TS,USED,Automatic,Diesel,159685,6,SUV,13499,Blue
2670,Audi,2018,TT,Audi TT 2.0,USED,Automatic,Premium,41752,4,Coupe,58800,White
2671,MG,2020,MG3,MG MG3 Auto,USED,Automatic,Premium,13975,4,Hatchback,16900,Yellow
2672,Volkswagen,2018,Tiguan,Volkswagen Tiguan Allspace,USED,Automatic,Premium,72915,4,SUV,39990,Silver
2673,Honda,2005,Accord,Honda Accord 30TH,USED,Automatic,Unleaded,176789,4,Sedan,7590,Gold
2674,Toyota,2017,HiAce,Toyota HiAce LWB,USED,Automatic,Diesel,97097,4,Wagon,34990,White
2675,Mazda,2018,CX-5,Mazda CX-5 GT,USED,Automatic,Unleaded,25403,4,SUV,36990,Red
2676,Mitsubishi,2011,ASX,Mitsubishi ASX XB,USED,Manual,Diesel,219433,4,Wagon,7990,Silver
2677,Volkswagen,2014,Tiguan,Volkswagen Tiguan 118,USED,Automatic,Premium,120410,4,SUV,13800,White
2678,Toyota,2016,HiAce,Toyota HiAce DX,USED,Automatic,Unleaded,159999,4,Commercial,29800,White
2679,Jaguar,2019,XE,Jaguar XE P300,USED,Automatic,Premium,51062,4,Sedan,53000,Black
2680,Mitsubishi,2008,Lancer,Mitsubishi Lancer ES,USED,Automatic,Unleaded,201984,4,Sedan,8949,Silver
2681,Hyundai,2021,Kona,Hyundai Kona Active,USED,Automatic,Unleaded,23460,4,SUV,30990,Blue
2682,Toyota,2015,HiAce,Toyota HiAce (No,USED,Automatic,Diesel,108286,4,Commercial,31900,White
2683,Volkswagen,2023,T-Cross,Volkswagen T-Cross 85Tfsi,DEMO,Automatic,Premium,9,3,SUV,42990,White
2684,Volkswagen,2017,Golf,Volkswagen Golf 110,USED,Automatic,Premium,67231,4,Hatchback,23990,White
2685,Toyota,2012,Alphard,Toyota Alphard Hybrid,USED,Automatic,Unleaded,113000,4,Wagon,35888,White
2686,Mazda,2011,CX-7,Mazda CX-7 Luxury,USED,Automatic,Unleaded,192400,4,SUV,11995,Silver
2687,BMW,2014,225I,BMW 225I Active,USED,Automatic,Premium,85000,4,Hatchback,23999,White
2688,Mazda,2013,2,Mazda 2 NEO,USED,Manual,Unleaded,88457,4,Hatchback,12990,Blue
2689,Jeep,2022,Grand,Jeep Grand Cherokee,USED,Automatic,Premium,19357,6,SUV,71800,Silver
2690,Audi,2018,A1,Audi A1 Sportback,USED,Automatic,Premium,150100,3,Hatchback,16998,Grey
2691,Mercedes-Benz,2013,C250,Mercedes-Benz C250 CDI,USED,Automatic,Diesel,99801,4,Sedan,21950,White
2692,Mazda,2010,CX-7,Mazda CX-7 Luxury,USED,Automatic,Unleaded,176701,4,SUV,9990,Black
2693,Mazda,2018,CX-5,Mazda CX-5 Akera,USED,Automatic,Unleaded,41425,4,SUV,37990,White
2694,Land,2017,Rover,Land Rover Range,USED,Automatic,Diesel,104481,6,SUV,88888,Black
2695,Toyota,2019,Kluger,Toyota Kluger GX,USED,Automatic,Unleaded,75535,6,SUV,39888,Silver
2696,Toyota,2014,RAV4,Toyota RAV4 GXL,USED,Manual,Diesel,173129,4,SUV,19990,Blue
2697,Toyota,2018,Corolla,Toyota Corolla Ascent,USED,Automatic,Hybrid,81624,4,Hatchback,30990,White
2698,Subaru,2009,Liberty,Subaru Liberty 2.5I,USED,Automatic,Premium,137053,4,Sedan,12995,Black
2699,Mazda,2014,BT-50,Mazda BT-50 XTR,USED,Automatic,Diesel,193374,5,Ute / Tray,21990,Silver
2700,Nissan,2008,Navara,Nissan Navara ST-X,USED,Manual,Diesel,179671,4,Ute / Tray,16990,Black
2701,Toyota,2017,C-HR,Toyota C-HR (2WD),USED,Automatic,Premium,41820,4,SUV,28990,Red
2702,Kia,2021,Carnival,Kia Carnival S,USED,Automatic,Diesel,51771,4,Wagon,47990,Grey
2703,Volkswagen,2017,Multivan,Volkswagen Multivan Highline,USED,Automatic,Diesel,85288,4,Wagon,59990,Grey
2704,Subaru,2014,XV,Subaru XV 2.0I,USED,Automatic,Unleaded,85550,4,SUV,21990,Blue
2705,Hyundai,2012,Accent,Hyundai Accent Premium,USED,Automatic,Unleaded,114673,4,Hatchback,14880,Grey
2706,Mazda,2014,3,Mazda 3 Maxx,USED,Automatic,Unleaded,56248,4,Hatchback,19990,White
2707,Audi,2013,A1,Audi A1 1.6,USED,Automatic,Diesel,108830,4,Hatchback,17490,Grey
2708,Mitsubishi,2005,380,Mitsubishi 380 GT,USED,Automatic,Unleaded,166073,6,Sedan,6450,Silver
2709,Mitsubishi,2018,Pajero,Mitsubishi Pajero GLX,USED,Automatic,Diesel,101260,4,SUV,39900,Grey
2710,Subaru,2013,XV,Subaru XV 2.0I-L,USED,Automatic,Unleaded,194940,4,SUV,13995,Grey
2711,Mazda,2017,6,Mazda 6 Atenza,USED,Automatic,Unleaded,54969,4,Sedan,29990,Red
2712,Audi,2019,A4,Audi A4 45,USED,Automatic,Premium,61290,4,Sedan,44990,Grey
2713,BMW,2019,X2,BMW X2 Sdrive,USED,Automatic,Premium,52550,4,SUV,37900,Blue
2714,Toyota,2009,Hilux,Toyota Hilux SR,USED,Automatic,Unleaded,160665,6,Ute / Tray,20999,Blue
2715,HSV,2017,Gtsr,HSV Gtsr Maloo,USED,Manual,Premium,3000,8,Ute / Tray,208800,Black
2716,Toyota,2017,Hilux,Toyota Hilux SR,USED,Automatic,Diesel,256000,4,Ute / Tray,28999,White
2717,Toyota,2017,Landcruiser,Toyota Landcruiser Workmate,USED,Manual,Diesel,157570,8,Ute / Tray,64950,White
2718,Toyota,1999,Landcruiser,Toyota Landcruiser (4X4),USED,Manual,Diesel,51284,6,Ute / Tray,44999,Red
2719,Volkswagen,2020,Golf,Volkswagen Golf R,USED,Automatic,Premium,28646,4,Hatchback,59800,White
2720,Subaru,2008,Forester,Subaru Forester X,USED,Automatic,Unleaded,290681,4,SUV,6750,Grey
2721,Mazda,2009,3,Mazda 3 SP25,USED,Automatic,Unleaded,152879,4,Sedan,13980,Grey
2722,Volkswagen,2011,EOS,Volkswagen EOS 155,USED,Automatic,Premium,126500,4,Convertible,19990,Brown
2723,Suzuki,2016,Vitara,Suzuki Vitara RT-S,USED,Automatic,Unleaded,135025,4,SUV,18990,Blue
2724,Toyota,2015,Landcruiser,Toyota Landcruiser Prado,USED,Automatic,Diesel,185077,4,SUV,46950,Blue
2725,Volkswagen,2018,Golf,Volkswagen Golf R,USED,Automatic,Premium,41000,4,Hatchback,46880,Blue
2726,BMW,2011,X5,BMW X5 Xdrive,USED,Automatic,Diesel,163697,6,SUV,23950,Grey
2727,Mitsubishi,2018,Triton,Mitsubishi Triton GLS,USED,Automatic,Diesel,88483,4,Ute / Tray,44987,White
2728,Holden,2006,Commodore,Holden Commodore Executive,USED,Automatic,Unleaded,203886,6,Sedan,5995,Red
2729,Nissan,2011,Navara,Nissan Navara ST,USED,Manual,Diesel,305562,4,Ute / Tray,16995,White
2730,Volkswagen,2022,Multivan,Volkswagen Multivan Comfortline,NEW,Automatic,Diesel,25,4,Wagon,81888,Grey
2731,Subaru,2021,Outback,Subaru Outback AWD,USED,Automatic,Unleaded,34451,4,SUV,44990,Black
2732,Mitsubishi,2017,Outlander,Mitsubishi Outlander LS,USED,Automatic,Unleaded,46245,4,SUV,27990,Grey
2733,Holden,2008,Colorado,Holden Colorado LX,USED,Manual,Diesel,362553,4,Ute / Tray,12999,White
2734,Subaru,2012,XV,Subaru XV 2.0I-S,USED,Manual,Unleaded,121050,4,SUV,16950,Black
2735,Audi,2015,A3,Audi A3 1.8,USED,Automatic,Premium,159613,4,Sedan,18990,Black
2736,Toyota,2007,HiAce,Toyota HiAce Grand,USED,Automatic,Unleaded,238345,4,Commercial,28900,White
2737,Toyota,2016,RAV4,Toyota RAV4 GXL,USED,Automatic,Unleaded,122351,4,SUV,25990,Blue
2738,Nissan,2016,Navara,Nissan Navara ST,USED,Automatic,Diesel,148624,4,Ute / Tray,33990,White
2739,Toyota,2015,Hilux,Toyota Hilux Workmate,USED,Manual,Unleaded,357454,4,Ute / Tray,11990,White
2740,Holden,2012,Commodore,Holden Commodore Equipe,USED,Automatic,Unleaded,348001,6,Wagon,6999,Grey
2741,Audi,2016,Q3,Audi Q3 8U,USED,Automatic,Unleaded,131968,4,Wagon,24999,Black
2742,Mazda,2018,3,Mazda 3 NEO,USED,Manual,Unleaded,38118,4,Hatchback,23990,Grey
2743,Ford,2016,Ranger,Ford Ranger XLS,USED,Automatic,Diesel,293051,4,Ute / Tray,22999,White
2744,BMW,2020,330I,BMW 330I M,USED,Automatic,Premium,9789,4,Sedan,73990,White
2745,Toyota,2019,Camry,Toyota Camry Ascent,USED,Automatic,Hybrid,56863,4,Sedan,37990,White
2746,MG,2022,HS,MG HS Essence,NEW,Automatic,Unleaded,10,4,SUV,38880,White
2747,Toyota,2011,Estima,Toyota Estima Aeras,USED,Automatic,Unleaded,173263,4,Commercial,15900,Silver
2748,Chrysler,2021,300,Chrysler 300 SRT,USED,Automatic,Unleaded,40900,8,Sedan,71990,Grey
2749,Volkswagen,2014,Amarok,Volkswagen Amarok TDI420,USED,Automatic,Diesel,181370,4,Ute / Tray,29990,Blue
2750,Hyundai,2011,Iload,Hyundai Iload Crew,USED,Manual,Premium,269018,4,Commercial,12444,White
2751,Holden,2009,Barina,Holden Barina,USED,Manual,Unleaded,108015,4,Hatchback,6990,Red
2752,Volkswagen,2013,Jetta,Volkswagen Jetta 118,USED,Automatic,Premium,132249,4,Sedan,13990,White
2753,Mini,2014,Cooper,Mini Cooper S,USED,Automatic,Premium,66900,4,Hatchback,26880,Brown
2754,Subaru,2015,Outback,Subaru Outback 3.6R,USED,Automatic,Premium,260161,6,SUV,19990,Grey
2755,Land,2017,Rover,Land Rover Discovery,USED,Automatic,Diesel,73801,4,SUV,74990,Green
2756,Mazda,2013,3,Mazda 3 NEO,USED,Automatic,Unleaded,133207,4,Hatchback,13990,Grey
2757,Nissan,2012,Pathfinder,Nissan Pathfinder ST,USED,Manual,Diesel,191547,4,SUV,18980,White
2758,Hyundai,2013,Iload,Hyundai Iload,USED,Manual,Diesel,234100,4,Commercial,14990,White
2759,Land,2017,Rover,Land Rover Discovery,USED,Automatic,Diesel,130173,4,SUV,29999,White
2760,BMW,2022,3,BMW 3 Series,USED,Automatic,Premium,22103,4,Wagon,76990,White
2761,Volkswagen,2016,Golf,Volkswagen Golf GTI,USED,Automatic,Premium,39446,4,Hatchback,38950,White
2762,Volkswagen,2019,Golf,Volkswagen Golf 110,USED,Automatic,Premium,42312,4,Hatchback,31990,Black
2763,Ford,2016,Ranger,Ford Ranger XL,USED,Automatic,Diesel,95773,4,Ute / Tray,24990,White
2764,Toyota,2014,Corolla,Toyota Corolla Ascent,USED,Automatic,Unleaded,118700,4,Hatchback,20990,White
2765,Ford,2016,Ranger,Ford Ranger XLS,USED,Automatic,Diesel,250677,5,Ute / Tray,32950,White
2766,Lexus,2015,NX200T,Lexus NX200T Luxury,USED,Automatic,Premium,130630,4,SUV,29990,Silver
2767,Nissan,2016,Navara,Nissan Navara ST,USED,Automatic,Diesel,43989,4,Ute / Tray,41990,Black
2768,Mazda,2014,BT-50,Mazda BT-50 XTR,USED,Automatic,Diesel,347480,5,Ute / Tray,18999,White
2769,Toyota,2008,Corolla,Toyota Corolla Ascent,USED,Manual,Unleaded,156128,4,Sedan,10995,Red
2770,Nissan,2020,Qashqai,Nissan Qashqai ST,USED,Automatic,Unleaded,38618,4,SUV,29990,White
2771,Toyota,2008,HiAce,Toyota HiAce DX,USED,Automatic,Diesel,222078,4,Commercial,26900,White
2772,Nissan,2022,X-Trail,Nissan X-Trail ST,USED,Automatic,Unleaded,29705,4,SUV,30990,Grey
2773,Mini,2011,Countryman,Mini Countryman Cooper,USED,Automatic,Diesel,120797,4,SUV,16200,Black
2774,Honda,2014,CR-V,Honda CR-V VTI,USED,Automatic,Unleaded,136236,4,SUV,18911,Grey
2775,Holden,2013,Commodore,Holden Commodore Omega,USED,Automatic,Unleaded,219736,6,Sedan,8990,Grey
2776,Mazda,2010,6,Mazda 6 Classic,USED,Automatic,Unleaded,197474,4,Sedan,10990,Silver
2777,Holden,2004,Rodeo,Holden Rodeo DX,USED,Manual,Unleaded,108283,4,Ute / Tray,9999,White
2778,Mazda,2015,CX-5,Mazda CX-5 Grand,USED,Automatic,Unleaded,54511,4,SUV,27990,Blue
2779,Toyota,2016,Landcruiser,Toyota Landcruiser Sahara,USED,Automatic,Diesel,161744,8,SUV,89990,White
